#===========================================================
#Electricity production in the European Union by source
#
#Source:
#[1] Yearly electricity data
#
#    EMBER
#    https://ember-energy.org/data/yearly-electricity-data/
#    (Accessed on 11 March 2025)
#
#Available under CC-BY-4.0
#https://ember-energy.org/creative-commons/
#https://creativecommons.org/licenses/by/4.0/deed.en
#
#Values are in TWh/Year
#===========================================================
Country,Year,Source,Value
Denmark,2024,Nuclear,0.0
Denmark,2024,Other Fossil,0.86
Denmark,2024,Other Renewables,0.0
Denmark,2024,Solar,3.99
Denmark,2024,Wind,20.53
Estonia,2000,Bioenergy,0.01
Estonia,2000,Coal,0.0
Estonia,2000,Gas,0.6
Estonia,2000,Hydro,0.0
Estonia,2000,Nuclear,0.0
Estonia,2000,Other Fossil,7.9
Estonia,2000,Other Renewables,0.0
Estonia,2000,Solar,0.0
Estonia,2001,Bioenergy,0.01
Estonia,2001,Coal,0.0
Estonia,2001,Gas,0.6
Estonia,2001,Hydro,0.01
Estonia,2001,Nuclear,0.0
Estonia,2001,Other Fossil,7.87
Estonia,2001,Other Renewables,0.0
Estonia,2001,Solar,0.0
Estonia,2002,Bioenergy,0.02
Estonia,2002,Coal,0.0
Estonia,2002,Gas,0.53
Estonia,2002,Hydro,0.01
Estonia,2002,Nuclear,0.0
Estonia,2002,Other Fossil,7.97
Estonia,2002,Other Renewables,0.0
Estonia,2002,Solar,0.0
Estonia,2002,Wind,0.0
Estonia,2003,Bioenergy,0.03
Estonia,2003,Coal,0.0
Estonia,2003,Gas,0.5
Estonia,2003,Hydro,0.01
Estonia,2003,Nuclear,0.0
Estonia,2003,Other Fossil,9.61
Estonia,2003,Other Renewables,0.0
Estonia,2003,Solar,0.0
Estonia,2003,Wind,0.01
Estonia,2004,Bioenergy,0.03
Estonia,2004,Coal,0.0
Estonia,2004,Gas,0.49
Estonia,2004,Hydro,0.02
Estonia,2004,Nuclear,0.0
Estonia,2004,Other Fossil,9.76
Estonia,2004,Other Renewables,0.0
Estonia,2004,Solar,0.0
Estonia,2004,Wind,0.01
Estonia,2005,Bioenergy,0.04
Estonia,2005,Coal,0.0
Estonia,2005,Gas,0.54
Estonia,2005,Hydro,0.02
Estonia,2005,Nuclear,0.0
Estonia,2005,Other Fossil,9.55
Estonia,2005,Other Renewables,0.0
Estonia,2005,Solar,0.0
Estonia,2005,Wind,0.05
Estonia,2006,Bioenergy,0.04
Estonia,2006,Coal,0.0
Estonia,2006,Gas,0.54
Estonia,2006,Hydro,0.01
Estonia,2006,Nuclear,0.0
Estonia,2006,Other Fossil,9.06
Estonia,2006,Other Renewables,0.0
Estonia,2006,Solar,0.0
Estonia,2006,Wind,0.08
Estonia,2007,Bioenergy,0.03
Estonia,2007,Coal,0.0
Estonia,2007,Gas,0.34
Estonia,2007,Hydro,0.02
Estonia,2007,Nuclear,0.0
Estonia,2007,Other Fossil,11.7
Estonia,2007,Other Renewables,0.0
Estonia,2007,Solar,0.0
Estonia,2007,Wind,0.09
Estonia,2008,Bioenergy,0.04
Estonia,2008,Coal,0.0
Estonia,2008,Gas,0.42
Estonia,2008,Hydro,0.03
Estonia,2008,Nuclear,0.0
Estonia,2008,Other Fossil,9.96
Estonia,2008,Other Renewables,0.0
Estonia,2008,Solar,0.0
Estonia,2008,Wind,0.13
Estonia,2009,Bioenergy,0.31
Estonia,2009,Coal,0.0
Estonia,2009,Gas,0.11
Estonia,2009,Hydro,0.03
Estonia,2009,Nuclear,0.0
Estonia,2009,Other Fossil,8.13
Estonia,2009,Other Renewables,0.0
Estonia,2009,Solar,0.0
Estonia,2009,Wind,0.2
Estonia,2010,Bioenergy,0.74
Estonia,2010,Coal,0.0
Estonia,2010,Gas,0.3
Estonia,2010,Hydro,0.03
Estonia,2010,Nuclear,0.0
Estonia,2010,Other Fossil,11.62
Estonia,2010,Other Renewables,0.0
Estonia,2010,Solar,0.0
Estonia,2010,Wind,0.28
Estonia,2011,Bioenergy,0.78
Estonia,2011,Coal,0.0
Estonia,2011,Gas,0.25
Estonia,2011,Hydro,0.03
Estonia,2011,Nuclear,0.0
Estonia,2011,Other Fossil,11.46
Estonia,2011,Other Renewables,0.0
Estonia,2011,Solar,0.0
Estonia,2011,Wind,0.37
Estonia,2012,Bioenergy,1.0
Estonia,2012,Coal,0.0
Estonia,2012,Gas,0.13
Estonia,2012,Hydro,0.04
Estonia,2012,Nuclear,0.0
Estonia,2012,Other Fossil,10.36
Estonia,2012,Other Renewables,0.0
Estonia,2012,Solar,0.0
Estonia,2012,Wind,0.43
Estonia,2013,Bioenergy,0.67
Estonia,2013,Coal,0.01
Estonia,2013,Gas,0.09
Estonia,2013,Hydro,0.03
Estonia,2013,Nuclear,0.0
Estonia,2013,Other Fossil,11.95
Estonia,2013,Other Renewables,0.0
Estonia,2013,Solar,0.0
Estonia,2013,Wind,0.53
Estonia,2014,Bioenergy,0.76
Estonia,2014,Coal,0.01
Estonia,2014,Gas,0.07
Estonia,2014,Hydro,0.03
Estonia,2014,Nuclear,0.0
Estonia,2014,Other Fossil,10.98
Estonia,2014,Other Renewables,0.0
Estonia,2014,Solar,0.0
Estonia,2014,Wind,0.6
Estonia,2015,Bioenergy,0.82
Estonia,2015,Coal,0.0
Estonia,2015,Gas,0.06
Estonia,2015,Hydro,0.03
Estonia,2015,Nuclear,0.0
Estonia,2015,Other Fossil,8.53
Estonia,2015,Other Renewables,0.0
Estonia,2015,Solar,0.0
Estonia,2015,Wind,0.71
Estonia,2016,Bioenergy,0.95
Estonia,2016,Coal,0.0
Estonia,2016,Gas,0.07
Estonia,2016,Hydro,0.04
Estonia,2016,Nuclear,0.0
Estonia,2016,Other Fossil,10.51
Estonia,2016,Other Renewables,0.0
Estonia,2016,Solar,0.01
Estonia,2016,Wind,0.59
Estonia,2017,Bioenergy,1.1
Estonia,2017,Coal,0.02
Estonia,2017,Gas,0.06
Estonia,2017,Hydro,0.03
Estonia,2017,Nuclear,0.0
Estonia,2017,Other Fossil,11.22
Estonia,2017,Other Renewables,0.0
Estonia,2017,Solar,0.01
Estonia,2017,Wind,0.72
Estonia,2018,Bioenergy,1.31
Estonia,2018,Coal,0.0
Estonia,2018,Gas,0.06
Estonia,2018,Hydro,0.01
Estonia,2018,Nuclear,0.0
Estonia,2018,Other Fossil,10.32
Estonia,2018,Other Renewables,0.0
Estonia,2018,Solar,0.03
Estonia,2018,Wind,0.64
Estonia,2019,Bioenergy,1.36
Estonia,2019,Coal,0.0
Estonia,2019,Gas,0.04
Estonia,2019,Hydro,0.02
Estonia,2019,Nuclear,0.0
Estonia,2019,Other Fossil,5.43
Estonia,2019,Other Renewables,0.0
Estonia,2019,Solar,0.07
Estonia,2019,Wind,0.69
Estonia,2020,Bioenergy,1.85
Estonia,2020,Coal,0.0
Estonia,2020,Gas,0.03
Estonia,2020,Hydro,0.03
Estonia,2020,Nuclear,0.0
Estonia,2020,Other Fossil,3.08
Estonia,2020,Other Renewables,0.0
Estonia,2020,Solar,0.25
Estonia,2020,Wind,0.84
Estonia,2021,Bioenergy,1.77
Estonia,2021,Coal,0.0
Estonia,2021,Gas,0.04
Estonia,2021,Hydro,0.02
Estonia,2021,Nuclear,0.0
Estonia,2021,Other Fossil,4.28
Estonia,2021,Other Renewables,0.0
Estonia,2021,Solar,0.35
Estonia,2021,Wind,0.73
Estonia,2022,Bioenergy,1.57
Estonia,2022,Coal,0.0
Estonia,2022,Gas,0.06
Estonia,2022,Hydro,0.02
Estonia,2022,Nuclear,0.0
Estonia,2022,Other Fossil,6.02
Estonia,2022,Other Renewables,0.0
Estonia,2022,Solar,0.6
Estonia,2022,Wind,0.67
Estonia,2023,Bioenergy,1.38
Estonia,2023,Coal,0.0
Estonia,2023,Gas,0.02
Estonia,2023,Hydro,0.02
Estonia,2023,Nuclear,0.0
Estonia,2023,Other Fossil,2.92
Estonia,2023,Other Renewables,0.0
Estonia,2023,Solar,0.72
Estonia,2023,Wind,0.79
Estonia,2024,Bioenergy,1.32
Estonia,2024,Coal,0.0
Estonia,2024,Gas,0.02
Estonia,2024,Hydro,0.02
Estonia,2024,Nuclear,0.0
Estonia,2024,Other Fossil,2.61
Estonia,2024,Other Renewables,0.0
Estonia,2024,Solar,0.92
Estonia,2024,Wind,1.16
Finland,2000,Bioenergy,8.64
Finland,2000,Coal,8.49
Finland,2000,Gas,10.13
Finland,2000,Hydro,14.66
Finland,2000,Nuclear,22.48
Finland,2000,Other Fossil,5.49
Finland,2000,Other Renewables,0.0
Finland,2000,Solar,0.0
Finland,2000,Wind,0.08
Finland,2001,Bioenergy,8.27
Finland,2001,Coal,10.61
Finland,2001,Gas,11.69
Finland,2001,Hydro,13.2
Finland,2001,Nuclear,22.77
Finland,2001,Other Fossil,7.84
Finland,2001,Other Renewables,0.0
Finland,2001,Solar,0.0
Finland,2001,Wind,0.07
Finland,2002,Bioenergy,8.99
Finland,2002,Coal,12.71
Finland,2002,Gas,11.63
Finland,2002,Hydro,10.78
Finland,2002,Nuclear,22.3
Finland,2002,Other Fossil,8.45
Finland,2002,Other Renewables,0.0
Finland,2002,Solar,0.0
Finland,2002,Wind,0.06
Finland,2003,Bioenergy,9.38
Finland,2003,Coal,19.25
Finland,2003,Gas,13.85
Finland,2003,Hydro,9.59
Finland,2003,Nuclear,22.73
Finland,2003,Other Fossil,9.39
Finland,2003,Other Renewables,0.0
Finland,2003,Solar,0.0
Finland,2003,Wind,0.09
Finland,2004,Bioenergy,10.44
Finland,2004,Coal,16.5
Finland,2004,Gas,12.75
Finland,2004,Hydro,15.07
Finland,2004,Nuclear,22.72
Finland,2004,Other Fossil,8.24
Finland,2004,Other Renewables,0.0
Finland,2004,Solar,0.0
Finland,2004,Wind,0.12
Finland,2005,Bioenergy,9.51
Finland,2005,Coal,6.5
Finland,2005,Gas,11.23
Finland,2005,Hydro,13.78
Finland,2005,Nuclear,23.27
Finland,2005,Other Fossil,6.1
Finland,2005,Other Renewables,0.0
Finland,2005,Solar,0.0
Finland,2005,Wind,0.17
Finland,2006,Bioenergy,10.81
Finland,2006,Coal,16.33
Finland,2006,Gas,12.32
Finland,2006,Hydro,11.49
Finland,2006,Nuclear,22.91
Finland,2006,Other Fossil,8.27
Finland,2006,Other Renewables,0.0
Finland,2006,Solar,0.0
Finland,2006,Wind,0.16
Finland,2007,Bioenergy,9.95
Finland,2007,Coal,13.89
Finland,2007,Gas,10.56
Finland,2007,Hydro,14.18
Finland,2007,Nuclear,23.42
Finland,2007,Other Fossil,8.98
Finland,2007,Other Renewables,0.0
Finland,2007,Solar,0.0
Finland,2007,Wind,0.19
Finland,2008,Bioenergy,10.4
Finland,2008,Coal,8.5
Finland,2008,Gas,11.03
Finland,2008,Hydro,17.11
Finland,2008,Nuclear,22.96
Finland,2008,Other Fossil,7.09
Finland,2008,Other Renewables,0.0
Finland,2008,Solar,0.0
Finland,2008,Wind,0.26
Finland,2009,Bioenergy,8.73
Finland,2009,Coal,11.13
Finland,2009,Gas,9.82
Finland,2009,Hydro,12.69
Finland,2009,Nuclear,23.53
Finland,2009,Other Fossil,5.88
Finland,2009,Other Renewables,0.0
Finland,2009,Solar,0.0
Finland,2009,Wind,0.28
Finland,2010,Bioenergy,10.97
Finland,2010,Coal,14.54
Finland,2010,Gas,11.26
Finland,2010,Hydro,12.92
Finland,2010,Nuclear,22.8
Finland,2010,Other Fossil,7.86
Finland,2010,Other Renewables,0.0
Finland,2010,Solar,0.0
Finland,2010,Wind,0.29
Finland,2011,Bioenergy,11.24
Finland,2011,Coal,9.78
Finland,2011,Gas,9.45
Finland,2011,Hydro,12.45
Finland,2011,Nuclear,23.19
Finland,2011,Other Fossil,6.9
Finland,2011,Other Renewables,0.0
Finland,2011,Solar,0.01
Finland,2011,Wind,0.48
Finland,2012,Bioenergy,11.2
Finland,2012,Coal,7.1
Finland,2012,Gas,6.73
Finland,2012,Hydro,16.86
Finland,2012,Nuclear,22.99
Finland,2012,Other Fossil,5.03
Finland,2012,Other Renewables,0.0
Finland,2012,Solar,0.01
Finland,2012,Wind,0.49
Finland,2013,Bioenergy,12.01
Finland,2013,Coal,10.69
Finland,2013,Gas,6.79
Finland,2013,Hydro,12.84
Finland,2013,Nuclear,23.61
Finland,2013,Other Fossil,4.54
Finland,2013,Other Renewables,0.0
Finland,2013,Solar,0.01
Finland,2013,Wind,0.77
Finland,2014,Bioenergy,11.76
Finland,2014,Coal,7.92
Finland,2014,Gas,5.52
Finland,2014,Hydro,13.4
Finland,2014,Nuclear,23.58
Finland,2014,Other Fossil,4.8
Finland,2014,Other Renewables,0.0
Finland,2014,Solar,0.01
Finland,2014,Wind,1.11
Finland,2015,Bioenergy,11.42
Finland,2015,Coal,5.12
Finland,2015,Gas,5.2
Finland,2015,Hydro,16.77
Finland,2015,Nuclear,23.25
Finland,2015,Other Fossil,4.51
Finland,2015,Other Renewables,0.0
Finland,2015,Solar,0.01
Finland,2015,Wind,2.33
Finland,2016,Bioenergy,11.52
Finland,2016,Coal,6.97
Finland,2016,Gas,3.74
Finland,2016,Hydro,15.8
Finland,2016,Nuclear,23.2
Finland,2016,Other Fossil,4.43
Finland,2016,Other Renewables,0.0
Finland,2016,Solar,0.02
Finland,2016,Wind,3.07
Finland,2017,Bioenergy,11.86
Finland,2017,Coal,5.86
Finland,2017,Gas,3.3
Finland,2017,Hydro,14.77
Finland,2017,Nuclear,22.48
Finland,2017,Other Fossil,4.41
Finland,2017,Other Renewables,0.0
Finland,2017,Solar,0.05
Finland,2017,Wind,4.79
Finland,2018,Bioenergy,12.91
Finland,2018,Coal,5.79
Finland,2018,Gas,4.2
Finland,2018,Hydro,13.3
Finland,2018,Nuclear,22.79
Finland,2018,Other Fossil,5.31
Finland,2018,Other Renewables,0.0
Finland,2018,Solar,0.09
Finland,2018,Wind,5.84
Finland,2019,Bioenergy,13.29
Finland,2019,Coal,4.36
Finland,2019,Gas,3.85
Finland,2019,Hydro,12.42
Finland,2019,Nuclear,23.87
Finland,2019,Other Fossil,4.65
Finland,2019,Other Renewables,0.0
Finland,2019,Solar,0.15
Finland,2019,Wind,6.02
Finland,2020,Bioenergy,11.57
Finland,2020,Coal,2.44
Finland,2020,Gas,3.99
Finland,2020,Hydro,15.88
Finland,2020,Nuclear,23.29
Finland,2020,Other Fossil,3.59
Finland,2020,Other Renewables,0.0
Finland,2020,Solar,0.22
Finland,2020,Wind,8.26
Finland,2021,Bioenergy,13.58
Finland,2021,Coal,2.67
Finland,2021,Gas,3.83
Finland,2021,Hydro,15.79
Finland,2021,Nuclear,23.6
Finland,2021,Other Fossil,3.83
Finland,2021,Other Renewables,0.0
Finland,2021,Solar,0.3
Finland,2021,Wind,8.51
Finland,2022,Bioenergy,12.76
Finland,2022,Coal,3.44
Finland,2022,Gas,0.96
Finland,2022,Hydro,13.49
Finland,2022,Nuclear,25.34
Finland,2022,Other Fossil,3.77
Finland,2022,Other Renewables,0.0
Finland,2022,Solar,0.39
Finland,2022,Wind,12.02
Finland,2023,Bioenergy,11.34
Finland,2023,Coal,1.56
Finland,2023,Gas,0.66
Finland,2023,Hydro,15.2
Finland,2023,Nuclear,34.31
Finland,2023,Other Fossil,2.69
Finland,2023,Other Renewables,0.0
Finland,2023,Solar,0.72
Finland,2023,Wind,14.93
Finland,2024,Bioenergy,10.34
Finland,2024,Coal,0.67
Finland,2024,Gas,0.66
Finland,2024,Hydro,14.3
Finland,2024,Nuclear,32.68
Finland,2024,Other Fossil,3.26
Finland,2024,Other Renewables,0.09
Finland,2024,Solar,1.23
Finland,2024,Wind,20.37
France,2000,Bioenergy,2.48
France,2000,Coal,27.0
France,2000,Gas,11.51
France,2000,Hydro,64.78
France,2000,Nuclear,415.16
France,2000,Other Fossil,11.06
France,2000,Other Renewables,0.51
France,2000,Solar,0.01
France,2000,Wind,0.05
France,2001,Bioenergy,2.85
France,2001,Coal,20.48
France,2001,Gas,15.15
France,2001,Hydro,72.62
France,2001,Nuclear,421.08
France,2001,Other Fossil,9.8
France,2001,Other Renewables,0.48
France,2001,Solar,0.01
France,2001,Wind,0.13
France,2002,Bioenergy,3.04
France,2002,Coal,23.66
France,2002,Gas,18.37
France,2002,Hydro,58.88
France,2002,Nuclear,436.76
France,2002,Other Fossil,9.76
France,2002,Other Renewables,0.49
France,2002,Solar,0.01
France,2002,Wind,0.27
France,2003,Bioenergy,3.23
France,2003,Coal,26.26
France,2003,Gas,19.37
France,2003,Hydro,57.35
France,2003,Nuclear,441.07
France,2003,Other Fossil,10.96
France,2003,Other Renewables,0.49
France,2003,Solar,0.01
France,2003,Wind,0.39
France,2004,Bioenergy,3.31
France,2004,Coal,24.37
France,2004,Gas,21.05
France,2004,Hydro,58.04
France,2004,Nuclear,448.24
France,2004,Other Fossil,10.22
France,2004,Other Renewables,0.47
France,2004,Solar,0.01
France,2004,Wind,0.59
France,2005,Bioenergy,3.39
France,2005,Coal,27.51
France,2005,Gas,23.07
France,2005,Hydro,50.14
France,2005,Nuclear,451.53
France,2005,Other Fossil,12.05
France,2005,Other Renewables,0.48
France,2005,Solar,0.01
France,2005,Wind,0.96
France,2006,Bioenergy,3.38
France,2006,Coal,22.89
France,2006,Gas,21.76
France,2006,Hydro,54.88
France,2006,Nuclear,450.19
France,2006,Other Fossil,11.55
France,2006,Other Renewables,0.46
France,2006,Solar,0.01
France,2006,Wind,2.18
France,2007,Bioenergy,3.75
France,2007,Coal,24.45
France,2007,Gas,21.99
France,2007,Hydro,55.99
France,2007,Nuclear,439.73
France,2007,Other Fossil,11.37
France,2007,Other Renewables,0.47
France,2007,Solar,0.02
France,2007,Wind,4.07
France,2008,Bioenergy,3.97
France,2008,Coal,23.06
France,2008,Gas,21.88
France,2008,Hydro,62.16
France,2008,Nuclear,439.45
France,2008,Other Fossil,10.26
France,2008,Other Renewables,0.47
France,2008,Solar,0.04
France,2008,Wind,5.69
France,2009,Bioenergy,4.13
France,2009,Coal,21.67
France,2009,Gas,20.5
France,2009,Hydro,55.49
France,2009,Nuclear,409.74
France,2009,Other Fossil,8.81
France,2009,Other Renewables,0.45
France,2009,Solar,0.17
France,2009,Wind,7.91
France,2010,Bioenergy,4.44
France,2010,Coal,23.36
France,2010,Gas,23.76
France,2010,Hydro,61.2
France,2010,Nuclear,428.52
France,2010,Other Fossil,10.04
France,2010,Other Renewables,0.48
France,2010,Solar,0.62
France,2010,Wind,9.94
France,2011,Bioenergy,5.04
France,2011,Coal,17.39
France,2011,Gas,29.49
France,2011,Hydro,45.74
France,2011,Nuclear,442.39
France,2011,Other Fossil,12.36
France,2011,Other Renewables,0.54
France,2011,Solar,2.33
France,2011,Wind,12.37
France,2012,Bioenergy,5.3
France,2012,Coal,21.46
France,2012,Gas,22.75
France,2012,Hydro,59.83
France,2012,Nuclear,425.41
France,2012,Other Fossil,12.71
France,2012,Other Renewables,0.51
France,2012,Solar,4.43
France,2012,Wind,15.18
France,2013,Bioenergy,5.68
France,2013,Coal,23.84
France,2013,Gas,18.39
France,2013,Hydro,71.92
France,2013,Nuclear,423.68
France,2013,Other Fossil,11.41
France,2013,Other Renewables,0.5
France,2013,Solar,5.19
France,2013,Wind,16.14
France,2014,Bioenergy,5.99
France,2014,Coal,11.26
France,2014,Gas,13.16
France,2014,Hydro,63.77
France,2014,Nuclear,436.48
France,2014,Other Fossil,11.38
France,2014,Other Renewables,0.56
France,2014,Solar,6.39
France,2014,Wind,17.32
France,2015,Bioenergy,6.53
France,2015,Coal,11.89
France,2015,Gas,21.14
France,2015,Hydro,55.56
France,2015,Nuclear,437.43
France,2015,Other Fossil,11.84
France,2015,Other Renewables,0.58
France,2015,Solar,7.75
France,2015,Wind,21.42
France,2016,Bioenergy,7.52
France,2016,Coal,10.23
France,2016,Gas,34.97
France,2016,Hydro,60.84
France,2016,Nuclear,403.2
France,2016,Other Fossil,11.44
France,2016,Other Renewables,0.6
France,2016,Solar,8.66
France,2016,Wind,21.38
France,2017,Bioenergy,7.78
France,2017,Coal,12.81
France,2017,Gas,40.5
France,2017,Hydro,50.0
France,2017,Nuclear,398.36
France,2017,Other Fossil,12.16
France,2017,Other Renewables,0.65
France,2017,Solar,9.59
France,2017,Wind,24.61
France,2018,Bioenergy,8.38
France,2018,Coal,8.31
France,2018,Gas,30.55
France,2018,Hydro,65.11
France,2018,Nuclear,412.94
France,2018,Other Fossil,10.59
France,2018,Other Renewables,0.61
France,2018,Solar,10.81
France,2018,Wind,28.6
France,2019,Bioenergy,8.64
France,2019,Coal,3.64
France,2019,Gas,39.24
France,2019,Hydro,56.91
France,2019,Nuclear,399.01
France,2019,Other Fossil,10.73
France,2019,Other Renewables,0.61
France,2019,Solar,12.17
France,2019,Wind,34.72
France,2020,Bioenergy,8.76
France,2020,Coal,3.09
France,2020,Gas,35.25
France,2020,Hydro,62.59
France,2020,Nuclear,353.83
France,2020,Other Fossil,10.05
France,2020,Other Renewables,0.61
France,2020,Solar,13.19
France,2020,Wind,40.05
France,2021,Bioenergy,9.57
France,2021,Coal,5.44
France,2021,Gas,33.31
France,2021,Hydro,59.62
France,2021,Nuclear,379.36
France,2021,Other Fossil,10.09
France,2021,Other Renewables,0.58
France,2021,Solar,15.36
France,2021,Wind,37.12
France,2022,Bioenergy,9.66
France,2022,Coal,4.16
France,2022,Gas,45.74
France,2022,Hydro,45.52
France,2022,Nuclear,294.73
France,2022,Other Fossil,10.45
France,2022,Other Renewables,0.6
France,2022,Solar,19.63
France,2022,Wind,38.0
France,2023,Bioenergy,9.9
France,2023,Coal,1.98
France,2023,Gas,29.84
France,2023,Hydro,56.66
France,2023,Nuclear,338.2
France,2023,Other Fossil,10.56
France,2023,Other Renewables,0.58
France,2023,Solar,21.82
France,2023,Wind,48.05
France,2024,Bioenergy,9.74
France,2024,Coal,1.7
France,2024,Gas,19.07
France,2024,Hydro,69.29
France,2024,Nuclear,379.31
France,2024,Other Fossil,11.28
France,2024,Other Renewables,0.58
France,2024,Solar,23.57
France,2024,Wind,43.03
Germany,2000,Bioenergy,4.33
Germany,2000,Coal,296.68
Germany,2000,Gas,49.2
Germany,2000,Hydro,21.73
Germany,2000,Nuclear,169.61
Germany,2000,Other Fossil,18.05
Germany,2000,Other Renewables,0.0
Germany,2000,Solar,0.0
Germany,2000,Wind,9.35
Germany,2001,Bioenergy,4.59
Germany,2001,Coal,293.74
Germany,2001,Gas,55.5
Germany,2001,Hydro,22.73
Germany,2001,Nuclear,171.3
Germany,2001,Other Fossil,20.52
Germany,2001,Other Renewables,0.0
Germany,2001,Solar,0.1
Germany,2001,Wind,10.46
Germany,2002,Bioenergy,5.31
Germany,2002,Coal,299.6
Germany,2002,Gas,56.3
Germany,2002,Hydro,23.12
Germany,2002,Nuclear,164.84
Germany,2002,Other Fossil,18.53
Germany,2002,Other Renewables,0.0
Germany,2002,Solar,0.2
Germany,2002,Wind,15.86
Germany,2003,Bioenergy,8.95
Germany,2003,Coal,304.63
Germany,2003,Gas,62.59
Germany,2003,Hydro,18.32
Germany,2003,Nuclear,165.06
Germany,2003,Other Fossil,23.08
Germany,2003,Other Renewables,0.0
Germany,2003,Solar,0.31
Germany,2003,Wind,19.09
Germany,2004,Bioenergy,10.64
Germany,2004,Coal,298.77
Germany,2004,Gas,62.67
Germany,2004,Hydro,20.75
Germany,2004,Nuclear,167.07
Germany,2004,Other Fossil,23.12
Germany,2004,Other Renewables,0.0
Germany,2004,Solar,0.56
Germany,2004,Wind,26.02
Germany,2005,Bioenergy,14.71
Germany,2005,Coal,288.14
Germany,2005,Gas,72.19
Germany,2005,Hydro,19.64
Germany,2005,Nuclear,163.05
Germany,2005,Other Fossil,26.53
Germany,2005,Other Renewables,0.0
Germany,2005,Solar,1.31
Germany,2005,Wind,27.77
Germany,2006,Bioenergy,18.94
Germany,2006,Coal,288.93
Germany,2006,Gas,74.73
Germany,2006,Hydro,20.03
Germany,2006,Nuclear,167.27
Germany,2006,Other Fossil,26.71
Germany,2006,Other Renewables,0.0
Germany,2006,Solar,2.27
Germany,2006,Wind,31.32
Germany,2007,Bioenergy,24.62
Germany,2007,Coal,297.1
Germany,2007,Gas,77.45
Germany,2007,Hydro,21.17
Germany,2007,Nuclear,140.53
Germany,2007,Other Fossil,26.58
Germany,2007,Other Renewables,0.0
Germany,2007,Solar,3.14
Germany,2007,Wind,40.51
Germany,2008,Bioenergy,28.02
Germany,2008,Coal,275.21
Germany,2008,Gas,88.48
Germany,2008,Hydro,20.44
Germany,2008,Nuclear,148.49
Germany,2008,Other Fossil,25.74
Germany,2008,Other Renewables,0.02
Germany,2008,Solar,4.51
Germany,2008,Wind,41.38
Germany,2009,Bioenergy,30.89
Germany,2009,Coal,253.45
Germany,2009,Gas,80.27
Germany,2009,Hydro,19.03
Germany,2009,Nuclear,134.93
Germany,2009,Other Fossil,23.23
Germany,2009,Other Renewables,0.02
Germany,2009,Solar,6.72
Germany,2009,Wind,39.42
Germany,2010,Bioenergy,33.92
Germany,2010,Coal,262.89
Germany,2010,Gas,88.76
Germany,2010,Hydro,20.95
Germany,2010,Nuclear,140.56
Germany,2010,Other Fossil,26.59
Germany,2010,Other Renewables,0.03
Germany,2010,Solar,11.96
Germany,2010,Wind,38.55
Germany,2011,Bioenergy,36.89
Germany,2011,Coal,262.46
Germany,2011,Gas,85.67
Germany,2011,Hydro,17.67
Germany,2011,Nuclear,107.97
Germany,2011,Other Fossil,24.47
Germany,2011,Other Renewables,0.02
Germany,2011,Solar,19.99
Germany,2011,Wind,49.86
Germany,2012,Bioenergy,43.2
Germany,2012,Coal,276.23
Germany,2012,Gas,75.95
Germany,2012,Hydro,21.75
Germany,2012,Nuclear,99.46
Germany,2012,Other Fossil,24.77
Germany,2012,Other Renewables,0.03
Germany,2012,Solar,26.74
Germany,2012,Wind,51.68
Germany,2013,Bioenergy,45.51
Germany,2013,Coal,288.2
Germany,2013,Gas,67.0
Germany,2013,Hydro,23.0
Germany,2013,Nuclear,97.29
Germany,2013,Other Fossil,25.25
Germany,2013,Other Renewables,0.08
Germany,2013,Solar,30.62
Germany,2013,Wind,52.74
Germany,2014,Bioenergy,48.29
Germany,2014,Coal,274.41
Germany,2014,Gas,60.61
Germany,2014,Hydro,19.59
Germany,2014,Nuclear,97.13
Germany,2014,Other Fossil,24.67
Germany,2014,Other Renewables,0.1
Germany,2014,Solar,35.45
Germany,2014,Wind,58.5
Germany,2015,Bioenergy,50.33
Germany,2015,Coal,272.2
Germany,2015,Gas,61.47
Germany,2015,Hydro,18.98
Germany,2015,Nuclear,91.79
Germany,2015,Other Fossil,25.57
Germany,2015,Other Renewables,0.13
Germany,2015,Solar,38.08
Germany,2015,Wind,80.62
Germany,2016,Bioenergy,50.93
Germany,2016,Coal,261.75
Germany,2016,Gas,80.62
Germany,2016,Hydro,20.55
Germany,2016,Nuclear,84.63
Germany,2016,Other Fossil,25.39
Germany,2016,Other Renewables,0.17
Germany,2016,Solar,37.56
Germany,2016,Wind,79.92
Germany,2017,Bioenergy,50.92
Germany,2017,Coal,241.26
Germany,2017,Gas,86.04
Germany,2017,Hydro,20.15
Germany,2017,Nuclear,76.32
Germany,2017,Other Fossil,25.16
Germany,2017,Other Renewables,0.16
Germany,2017,Solar,38.76
Germany,2017,Wind,105.69
Germany,2018,Bioenergy,50.79
Germany,2018,Coal,228.16
Germany,2018,Gas,81.56
Germany,2018,Hydro,17.69
Germany,2018,Nuclear,76.0
Germany,2018,Other Fossil,23.63
Germany,2018,Other Renewables,0.18
Germany,2018,Solar,44.32
Germany,2018,Wind,109.95
Germany,2019,Bioenergy,50.13
Germany,2019,Coal,171.45
Germany,2019,Gas,90.0
Germany,2019,Hydro,19.73
Germany,2019,Nuclear,75.07
Germany,2019,Other Fossil,22.4
Germany,2019,Other Renewables,0.2
Germany,2019,Solar,45.22
Germany,2019,Wind,125.89
Germany,2020,Bioenergy,50.93
